id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,toxic,severe_toxic,subjectivity
27490379069.0,27490379069.0,2010-10-16 07:59:41 Malay Peninsula Standard Time,10/16/2010,7:59:41,800,138588040.0,kokodot,Koko,,"RT @stay_fab RT @TonyGaskins: Don't try to stretch a season into a lifetime, know when to let go and move on.",en,"[{'screen_name': 'stay_fab', 'name': 'fabienne mcqueen', 'id': '2523067614'}, {'screen_name': 'tonygaskins', 'name': 'tony a. gaskins jr', 'id': '26514376'}]",[],[],0,0,0,[],[],https://twitter.com/KokoDot/status/27490379069,False,,0,,,,,,,,[],,,,,0,0,0
1800595977.0,1800461359.0,2009-05-15 07:59:57 Malay Peninsula Standard Time,5/15/2009,7:59:57,800,22149608.0,centurylinkhelp,CenturyLinkHelp Team,,"@ThaGift DM or e-mail me your number and billing address, and I can take a look at your account.",en,[],[],[],0,0,0,[],[],https://twitter.com/CenturyLinkHelp/status/1800595977,False,,0,,,,,,,,[],,,,,0,0,0
27490367196.0,27490367196.0,2010-10-16 07:59:31 Malay Peninsula Standard Time,10/16/2010,7:59:31,800,139246063.0,_temptaytion,T.,,looking for a new BG . .,en,[],[],[],0,0,0,[],[],https://twitter.com/_TempTAYtion/status/27490367196,False,,0,,,,,,,,[],,,,,0,0,0
7.81e+17,7.81e+17,2016-09-29 07:59:57 Malay Peninsula Standard Time,9/29/2016,7:59:57,800,26172501.0,thekidfresh,Mysteriously Unnamed,,Honestly I rather a rapper goto radio platform to discuss some beef. That social media stuff weak.....,en,[],[],[],0,0,0,[],[],https://twitter.com/TheKidFresh/status/781282327683067904,False,,0,,,,,,,,[],,,,,0,0,0
27490371136.0,27490371136.0,2010-10-16 07:59:34 Malay Peninsula Standard Time,10/16/2010,7:59:34,800,49473999.0,scoutcarrion,Turd,,Photo: Such a cutie patootie :3  http://tumblr.com/xcllvz805,en,[],[],[],0,0,0,[],[],https://twitter.com/ScoutCarrion/status/27490371136,False,,0,,,,,,,,[],,,,,0,0,1
1800588988.0,1800588988.0,2009-05-15 07:59:07 Malay Peninsula Standard Time,5/15/2009,7:59:07,800,14688519.0,peacocklady0,Angela,,"invented a new game to play while people-watching at the gym: ""who used to be a fat kid""",en,[],[],[],0,0,0,[],[],https://twitter.com/peacocklady0/status/1800588988,False,,0,,,,,,,,[],,,,,0,0,0
1.06e+18,1.06e+18,2018-11-19 07:59:44 Malay Peninsula Standard Time,11/19/2018,7:59:44,800,7.9e+17,papersoxford,Oxford Papers,,"Research and select a Nuclear, Chemical, Biological, or Radiological agent or T  https://t.co/gBCdi38Xfw",en,[],['http://www.vanillaessays.info/research-and-select-a-nuclear-chemical-biological-or-radiological-agent-or-t/'],[],0,0,0,[],[],https://twitter.com/PapersOxford/status/1064307198510227456,False,,0,,,,,,,,[],,,,,0,0,0
1800587019.0,1800587019.0,2009-05-15 07:58:53 Malay Peninsula Standard Time,5/15/2009,7:58:53,800,14081291.0,carloscardona,Carlos Cardona,,What do you think about WolframAlpha?   http://tinyurl.com/q735x7 Does it have a change against Google?,en,[],[],[],0,0,0,[],[],https://twitter.com/carloscardona/status/1800587019,False,,0,,,,,,,,[],,,,,0,0,0
1800587900.0,1800587900.0,2009-05-15 07:59:00 Malay Peninsula Standard Time,5/15/2009,7:59:00,800,38905778.0,civicmatt,Matt,,What kind of a stereo system and engine and body kit should I put on my Honda Civic? ( http://cli.gs/LE8PRu),en,[],[],[],0,0,0,[],[],https://twitter.com/CivicMatt/status/1800587900,False,,0,,,,,,,,[],,,,,0,0,0
7.81e+17,7.81e+17,2016-09-29 07:59:56 Malay Peninsula Standard Time,9/29/2016,7:59:56,800,7.28e+17,minnie_pug,Minnie,,"Before #pugchat ends, I want to share a very special portrait that somebody very special drew of me:  https://t.co/pDC2ZONyPN",en,[],[],['https://pbs.twimg.com/media/CtesISXWIAANadN.jpg'],12,10,84,['pugchat'],[],https://twitter.com/minnie_pug/status/781282324847718400,False,,1,https://pbs.twimg.com/media/CtesISXWIAANadN.jpg,,,,,,,[],,,,,0,0,0
7.81e+17,7.81e+17,2016-09-29 07:59:47 Malay Peninsula Standard Time,9/29/2016,7:59:47,800,7.69e+17,pokegoslm,SLM Rare Pokemon,,A wild Golduck has appeared! 86 % a/d/s 12 15 12 mv: Water Gun Ice Beam until 05:12:50pm (13m 12s).  https://t.co/bGDngWDpSf,en,[],"['http://maps.google.com/maps?q=37.705437364925324,-122.18378437826544']",[],0,0,1,[],[],https://twitter.com/PokeGoSLM/status/781282285974806528,False,,0,,,,,,,,[],,,,,0,0,0
1.06e+18,1.06e+18,2018-11-19 07:59:57 Malay Peninsula Standard Time,11/19/2018,7:59:57,800,2681354081.0,nana_x24,nana,,i need a tummy tuck :(,en,[],[],[],0,0,0,[],[],https://twitter.com/nana_x24/status/1064307250792157185,False,,0,,,,,,,,[],,,,,0,0,0
27490401491.0,27489560551.0,2010-10-16 07:59:59 Malay Peninsula Standard Time,10/16/2010,7:59:59,800,16545438.0,9threadsfashion,9Threads Fashion,,@BeautyChick101 A fanny pack with anything? No!,en,[],[],[],0,0,0,[],[],https://twitter.com/9ThreadsFashion/status/27490401491,False,,0,,,,,,,,[],,,,,0,0,0
1800586334.0,1800586334.0,2009-05-15 07:58:47 Malay Peninsula Standard Time,5/15/2009,7:58:47,800,21513363.0,shinangovani,shinan govani,,"a majority-jamboree of journos at giancarlo, the go-to italian on college. like having dinner with the cnn ticker.",en,[],[],[],0,0,0,[],[],https://twitter.com/shinangovani/status/1800586334,False,,0,,,,,,,,[],,,,,0,0,0
7.81e+17,7.81e+17,2016-09-29 07:59:51 Malay Peninsula Standard Time,9/29/2016,7:59:51,800,1621764000.0,westvicsport,WestvicSportsAcademy,,Just posted a photo @ Sandhurst PGA Golf Course  https://t.co/6xxcXgCzN3,en,[],['https://www.instagram.com/p/BK6z65AjtCg/'],[],0,0,0,[],[],https://twitter.com/westvicsport/status/781282302857019392,False,,0,,,,,,,,[],,,,,0,0,0
1800589416.0,1800589416.0,2009-05-15 07:59:10 Malay Peninsula Standard Time,5/15/2009,7:59:10,800,26633621.0,lmb4uga,Lorey Baggett,,is ready for a night of tv and resting,en,[],[],[],0,0,0,[],[],https://twitter.com/lmb4uga/status/1800589416,False,,0,,,,,,,,[],,,,,0,0,0
7.81e+17,7.81e+17,2016-09-29 07:59:54 Malay Peninsula Standard Time,9/29/2016,7:59:54,800,3037706905.0,saylorplexus,C.h,,I'm just a young illusion. Can't you see?,en,[],[],[],0,1,0,[],[],https://twitter.com/saylorplexus/status/781282317532889089,False,,0,,,,,,,,[],,,,,0,0,0
7.81e+17,7.81e+17,2016-09-29 07:59:45 Malay Peninsula Standard Time,9/29/2016,7:59:45,800,2176856270.0,cthulhugabriel,Gabriel Carter,,"@ASPCA @EllenDatlow Pits, like all dogs, are a reflection of their owners. Put bad owners (dog fighters etc) down not the puppies.",en,[],[],[],0,2,5,[],[],https://twitter.com/CthulhuGabriel/status/781282280752947202,False,,0,,,,,,,,"[{'screen_name': 'ASPCA', 'name': 'ASPCA', 'id': '14955908'}]",,,,,0,0,0
