id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1357940662071562242,1357939652561354752,2021-02-06 14:34:17 Malay Peninsula Standard Time,2021-02-06,14:34:17,+0800,1267687790877106176,dumb_beaches,Eclipxo,,@PastriezBakery Not us being swag as hell 😻😻  https://t.co/07jKkzIQGb,en,[],[],"['https://pbs.twimg.com/media/Ethf1WoVoAEcKHh.jpg', 'https://pbs.twimg.com/media/Ethf1f8VIAcd8oQ.jpg']",0,0,0,[],[],https://twitter.com/Dumb_beaches/status/1357940662071562242,False,,1,https://pbs.twimg.com/media/Ethf1WoVoAEcKHh.jpg,,,,,,,"[{'screen_name': 'PastriezBakery', 'name': 'Pastriez', 'id': '1029597740488187905'}]",,,,
1357940661694173185,1357940661694173185,2021-02-06 14:34:17 Malay Peninsula Standard Time,2021-02-06,14:34:17,+0800,1294525339625021445,youredogwaterrr,Atlas is listening to Roadtrip ☻,,"ATTENTION TWITTER!!!! IDC WHO YOU ARE OR HOW ""DUMB"" IT MAY FEEL, IF YOURE SCARED TO OPEN A THREAD... HELL EVEN IF IT SAYS ""/SAFE /SRS"" PLEASE DM ME ILL CHECK IT OUT FOR YOU.   MWAH I LOVE YALL",en,[],[],[],0,0,0,[],[],https://twitter.com/YoureDogWaterrr/status/1357940661694173185,False,,0,,,,,,,,[],,,,
1357940661211783169,1357940661211783169,2021-02-06 14:34:17 Malay Peninsula Standard Time,2021-02-06,14:34:17,+0800,165134246,domouzumaki,Hachikō,,I don’t even watch one piece and this is stupid,en,[],[],[],0,0,0,[],[],https://twitter.com/DomoUzumaki/status/1357940661211783169,False,https://twitter.com/nikaa_dww/status/1357454208031748097,0,,,,,,,,[],,,,
1357940655692070912,1357940463773364224,2021-02-06 14:34:16 Malay Peninsula Standard Time,2021-02-06,14:34:16,+0800,852546293843066881,guptuhhh,tony (gupta) (he/him),,and no i am not stupid. this literally only works because as always george lucas wrote star wars as about the nazis,en,[],[],[],0,0,0,[],[],https://twitter.com/guptuhhh/status/1357940655692070912,False,,0,,,,,,,,[],,,,
1357940653565607937,1357940468181422081,2021-02-06 14:34:15 Malay Peninsula Standard Time,2021-02-06,14:34:15,+0800,18276325,dumbquixote,Dumb Quixote | ✊🏿 BLM,,@KingofQueens13 Hahaha,tl,[],[],[],0,0,0,[],[],https://twitter.com/dumbquixote/status/1357940653565607937,False,,0,,,,,,,,"[{'screen_name': 'KingofQueens13', 'name': 'Tequila BLM Mockingbird', 'id': '281874654'}]",,,,
1357940649559998464,1357726956536659980,2021-02-06 14:34:14 Malay Peninsula Standard Time,2021-02-06,14:34:14,+0800,56426600,mrstrait2dabank,I_Am_NewYork,,@SNYtv The knock on the front office is stupid now . People hare just to hate,en,[],[],[],0,0,0,[],[],https://twitter.com/MrStrait2dabank/status/1357940649559998464,False,,0,,,,,,,,"[{'screen_name': 'SNYtv', 'name': 'SNY', 'id': '19556528'}]",,,,
1357940648981131266,1357867688765386754,2021-02-06 14:34:14 Malay Peninsula Standard Time,2021-02-06,14:34:14,+0800,1259607410596929537,endlessturmoil,ANDIE,,"@ElseSumone @xiruahu @mtgreenee Unfortunately, it is stupid. But, we gotta take it seriously. These are some seriously fucked up people. They all think they’re superior and always right. Truth is they are dumbasses with AR-15s, they have NO BUSINESS OWNING. ONLY THE MILITARY NEEDS THEM!!",en,[],[],[],0,0,0,[],[],https://twitter.com/EndlessTurmoil/status/1357940648981131266,False,,0,,,,,,,,"[{'screen_name': 'ElseSumone', 'name': 'A. Foyle Hatt 🎩', 'id': '1168526714617696258'}, {'screen_name': 'xiruahu', 'name': 'Julio Cesar ☕🚬♉', 'id': '56849759'}, {'screen_name': 'mtgreenee', 'name': 'Marjorie Taylor Greene 🇺🇸', 'id': '826065164504006657'}]",,,,
1357940645458042880,1357940645458042880,2021-02-06 14:34:13 Malay Peninsula Standard Time,2021-02-06,14:34:13,+0800,1162022146757079045,lotusbloom14,LotusBloom,,@vijayanpinarayi @SitaramYechury would they say EMS was stupid ?,en,"[{'screen_name': 'sitaramyechury', 'name': 'sitaram yechury', 'id': '4053162792'}]",[],[],0,0,0,[],[],https://twitter.com/LotusBloom14/status/1357940645458042880,False,https://twitter.com/Nithinbabu97/status/1357621936424058880,0,,,,,,,,[],,,,
1357940645281886208,1357821834700406786,2021-02-06 14:34:13 Malay Peninsula Standard Time,2021-02-06,14:34:13,+0800,1600094353,soultrubanks,soultru.music,,@NiceMattyIce @BuffSportsFreak @georgeofman Yea that was stupid plus I think there was behind the scenes stuff or Mack didnt want to be there anymore. Type stuff. Even if it was never said. I aint complaining. Lol,en,[],[],[],0,0,0,[],[],https://twitter.com/SoultruBanks/status/1357940645281886208,False,,0,,,,,,,,"[{'screen_name': 'NiceMattyIce', 'name': 'top 5 pick turned sour', 'id': '1215555277417779200'}, {'screen_name': 'BuffSportsFreak', 'name': 'Jared Forcucci', 'id': '74345678'}, {'screen_name': 'georgeofman', 'name': 'George Ofman', 'id': '70807722'}]",,,,
1357940645059571714,1357459156064690179,2021-02-06 14:34:13 Malay Peninsula Standard Time,2021-02-06,14:34:13,+0800,4323211397,keterknight,bad song in a horrible award-winning movie,,"@louceph you are all so stupid for thinking its a creature painted into a real photograph. peel your eyes already, she draws and paints EVERYTHING in her art instead of choosing shortcuts. give my friend some well-deserved credit  https://t.co/KH0KnWtqdi",en,[],[],['https://pbs.twimg.com/media/EthfvUrXEAAYbh6.jpg'],0,0,0,[],[],https://twitter.com/KeterKnight/status/1357940645059571714,False,,1,https://pbs.twimg.com/media/EthfvUrXEAAYbh6.jpg,,,,,,,"[{'screen_name': 'louceph', 'name': 'lou-ellen', 'id': '798552879330115584'}]",,,,
1357940634351325185,1357933105537949696,2021-02-06 14:34:11 Malay Peninsula Standard Time,2021-02-06,14:34:11,+0800,1134062928498372609,cirisbunansa,a dumb himbo screams at cloud,,God how did I become a crafter main in this game?,en,[],[],[],0,0,0,[],[],https://twitter.com/CirisBunansa/status/1357940634351325185,False,,0,,,,,,,,[],,,,
1357940633055358978,1357352337061404681,2021-02-06 14:34:10 Malay Peninsula Standard Time,2021-02-06,14:34:10,+0800,15162331,wildnetwalker,wildnetwalker,,@binance Stupid hint 20%,en,[],[],[],0,0,0,[],[],https://twitter.com/wildnetwalker/status/1357940633055358978,False,,0,,,,,,,,"[{'screen_name': 'binance', 'name': 'Binance', 'id': '877807935493033984'}]",,,,
