id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1357940238870589441,1357867315950419969,2021-02-06 14:32:36 Malay Peninsula Standard Time,2021-02-06,14:32:36,+0800,774972421464096768,synvale,Syn,,"@AchmadXO @Mr_KrinkleII @shroud First off, cod isn’t one game. And also Cold War is actaully good but probably not for you cuz everytime you play multiplayer u get 0.50 kds and when u go on zombies get to round 10 and die, go to warzone and still get fucked. Go play apex and let ur abilitys carry u, cunt",en,[],[],[],0,0,0,[],[],https://twitter.com/Synvale/status/1357940238870589441,False,,0,,,,,,,,"[{'screen_name': 'AchmadXO', 'name': '☁️', 'id': '1225540114484531203'}, {'screen_name': 'Mr_KrinkleII', 'name': 'Mr Krinkle II', 'id': '3082981036'}, {'screen_name': 'shroud', 'name': 'Michael Grzesiek', 'id': '1542453360'}]",,,,
1357940100005572609,1357940100005572609,2021-02-06 14:32:03 Malay Peninsula Standard Time,2021-02-06,14:32:03,+0800,2892539588,doggiewoggiez,puppy (derogatory),,"And remember kids, if you do drugs, you go to eeby deeby before you die",en,[],[],[],0,0,0,[],[],https://twitter.com/doggiewoggiez/status/1357940100005572609,False,,0,,,,,,,,[],,,,
1357939914223026180,1357833339948986368,2021-02-06 14:31:19 Malay Peninsula Standard Time,2021-02-06,14:31:19,+0800,1281670984542695425,hearditfromme2,Uncle difficult conversation,,@Dan_GT2 @WaytowichNeil @smittycanada1 Even as much as we laugh at rosemary Barton for being ridiculously in love with Trudeau we never wish her to go away or die or anything like that at all. You might be a bad person and that’s why you act like this?,en,[],[],[],0,0,0,[],[],https://twitter.com/hearditfromme2/status/1357939914223026180,False,,0,,,,,,,,"[{'screen_name': 'Dan_GT2', 'name': 'Dan_GT2', 'id': '477381031'}, {'screen_name': 'WaytowichNeil', 'name': 'Neil Before Zod™', 'id': '725076563302174720'}, {'screen_name': 'smittycanada1', 'name': 'Sandra Smith', 'id': '4292519659'}]",,,,
1357939004835061762,1357914269652836352,2021-02-06 14:27:42 Malay Peninsula Standard Time,2021-02-06,14:27:42,+0800,1027226489727709184,animehotowo,AnimeHotOwO,,@Im_Haxx brawlhalla is a time to come home to my stream and then i was the day you get laid down for me and you do me like you do you wanna die i was the day you got to go to sleep i is that one thing you have big eyes to me see y’all tomorrow love y’all and have y’all seen it before i,en,[],[],[],0,0,0,[],[],https://twitter.com/AnimeHotOwO/status/1357939004835061762,False,,0,,,,,,,,"[{'screen_name': 'Im_Haxx', 'name': 'нахх', 'id': '1234901513392263168'}]",,,,
1357938965538476032,1357815363862290432,2021-02-06 14:27:33 Malay Peninsula Standard Time,2021-02-06,14:27:33,+0800,985704471404601344,petalwhirlwind1,petalwhirlwind,,@DaRealMiniToon So like the secret ending where play 9 then 12 right after though if die have to beat all again? Or just beat 6 and keep trying beat 7 don’t have go back 6 to get ending still trying get. Hope that makes sense what asking... though idk if you will respond. Worth a shot :D,en,[],[],[],0,0,0,[],[],https://twitter.com/petalwhirlwind1/status/1357938965538476032,False,,0,,,,,,,,"[{'screen_name': 'DaRealMiniToon', 'name': 'MiniToon', 'id': '1236757689411063808'}]",,,,
1357938593516294144,1357938593516294144,2021-02-06 14:26:04 Malay Peninsula Standard Time,2021-02-06,14:26:04,+0800,1304651253511720960,jojosephpaniag1,𝙋𝙊𝙍𝙏𝙂𝘼𝙎 𝘿. 𝘼𝘾𝙀,,"Welp, my grandfather died, thats news to us. My father is coming to meet him before he die, idk why, why could've you just wait for your children and grandchildren to meet you before you could go. I'll miss you.",en,[],[],[],0,0,0,[],[],https://twitter.com/JoJosephPaniag1/status/1357938593516294144,False,,0,,,,,,,,[],,,,
1357937523717271552,1357677577666768896,2021-02-06 14:21:49 Malay Peninsula Standard Time,2021-02-06,14:21:49,+0800,1330844715076423681,nerdivistt1,Nerdivistt,,@concreterose009 @DejiAdesogan I thought you fools said buhari is only drafting ibo soldiers to go and die against boko haram? Now you're complaining they are speaking hausa? Stick to one narrative moron,en,[],[],[],0,0,0,[],[],https://twitter.com/Nerdivistt1/status/1357937523717271552,False,,0,,,,,,,,"[{'screen_name': 'concreterose009', 'name': 'BASQUIATS', 'id': '75070660'}, {'screen_name': 'DejiAdesogan', 'name': 'UNCLE DEJI', 'id': '192575711'}]",,,,
1357936437862146048,1357754971392012292,2021-02-06 14:17:30 Malay Peninsula Standard Time,2021-02-06,14:17:30,+0800,1318806757720817664,dieevolve,Evolve Or Die,,"@BAMsPG Uhm "" just go to unofficial "" I hope you mean the legit players since most unofficial server cost alot of money and work ... I agree cheaters need to be addressed but it's a bid like bring water to the ocean tbh more complex than just saying .. here's a fix done",en,[],[],[],0,0,0,[],[],https://twitter.com/DieEvolve/status/1357936437862146048,False,,0,,,,,,,,"[{'screen_name': 'BAMsPG', 'name': 'bamspg', 'id': '2579390064'}]",,,,
1357933510414258176,1357933510414258176,2021-02-06 14:05:52 Malay Peninsula Standard Time,2021-02-06,14:05:52,+0800,1201030167042416640,atlanteanginger,Ginger Nationalist,,No I will not refleet this chimp in one minute I am ready to die and go to heaven thank you 🙏🏻,en,[],[],[],1,0,4,[],[],https://twitter.com/AtlanteanGinger/status/1357933510414258176,False,,0,,,,,,,,[],,,,
1357932599411281920,1357932599411281920,2021-02-06 14:02:15 Malay Peninsula Standard Time,2021-02-06,14:02:15,+0800,1548050430,actual_eren,Eren Jaeger,,romantic date ideas: bring your girlfriend to go kill titans with you and hopefully neither of you die,en,[],[],[],0,1,2,[],[],https://twitter.com/actual_eren/status/1357932599411281920,False,,0,,,,,,,,[],,,,
